text,page_number,title,creation_date,source
# General,199,General,2025-12-22,World Travel Book
NO_CONTENT_HERE,200,General,2025-12-22,World Travel Book
"# Mexico

Tony made a handful of visits to Mexico over the years, seeking to shine a light on a complex culture that’s often compressed into a single distorted dimension on the American side of the border. He sought to disentangle the myths from reality, and help tell a few stories from the daily lives of ordinary Mexicans, living under an openly corrupt government, in a society profoundly affected by narcoviolence and economic injustice.

“Americans love Mexican food. We consume nachos, tacos, burritos, tortas, enchiladas, tamales, and anything resembling ‘Mexican’ in enormous quantities. We love Mexican beverages, happily knocking back huge amounts of tequila, mezcal, and Mexican beer every year. We love Mexican people—as we sure employ a lot of them. Despite our ridiculously hypocritical attitudes toward immigration, we demand that Mexicans cook a large percentage of the food we eat, grow the ingredients we need to make that food, clean our houses, mow our lawns, wash our dishes, look after our children. As any chef will tell you, our entire service economy—the restaurant business as we know it—in most American cities, would collapse overnight without Mexican workers.
“We love Mexican drugs. Maybe not you personally, but ‘we,’ as a nation, certainly consume titanic amounts of them—and go to extraordinary lengths and expense to acquire them. We love Mexican music, Mexican beaches, Mexican architecture, interior design, Mexican films.
“So why don’t we love Mexico?
“Look at it. It’s beautiful. It has some of the most ravishingly beautiful beaches on earth. Mountains, desert, jungle. Beautiful colonial architecture, a tragic, elegant, violent, ludicrous, heroic, lamentable, heartbreaking history. Mexican wine country rivals Tuscany for gorgeousness. Its archeological sites—the remnants of great empires, unrivaled anywhere.”

Mexico City",201,Mexico,2025-12-22,World Travel Book
"# Mexico

“Mexico City, known in these parts as the Distrito Federal, or DF: Home to nineteen million people, and the second-largest city in the world. It alone tries to keep much of the country employed, responsible for a fifth of the nation’s economy, and nearly a fifth of its total population. As an ongoing enterprise, it shouldn’t work, but somehow it almost does.”

ARRIVAL AND GETTING AROUND

Mexico City International Airport is also known as Benito Juárez International Airport (MEX), named for the man who was president of Mexico from 1861 to 1872. Juarez, considered a national hero, pushed back against foreign occupation of Mexico and sought to strengthen constitutional support for a federal democratic republic. MEX is the busiest airport in Latin America; it’s the hub for Aeroméxico, along with Interjet, Volaris, and Aeromar airlines. MEX is about seven miles from the center of Mexico City. Officially licensed taxis in the ranks outside the terminals charge a flat rate of 250 pesos/about US$13 for transfer into the city. Pre-purchase a voucher from the Transporte Terrestre booth before entering the taxi line. Within the city, you can hail a metered taxi on the street, which will run about 15 pesos/US$0.75 per mile; those taxis dispatched via telephone or smartphone app tend to have a better reputation for safety, at about 30 pesos/US$1.50 per mile. You may take a bus from the airport; tickets are 30 pesos/about US$1.50, and the ride takes about thirty minutes. See www.metrobus.cdmx.gob.mx for routes and timetables from the airport and for use of the extensive bus and metro system within the DF. There is also a metro stop within walking distance of terminal 1; tickets are 5 pesos/about US$0.25, and the ride takes forty to fifty minutes, depending on your destination.

EATING IN MEXICO CITY: BEYOND MOLTEN CHEESE

“Mexican food is about taking the time to do it right, about hours of slow simmering. It’s about hands, people making things, everything, by hand, that day. It’s about people talking to you with their food, telling you something about themselves, their country, their area, their town, their family. And it’s about some of the best, fastest-served street food in the world. And yes, there will be tacos.”",202,Mexico,2025-12-22,World Travel Book
"# Mexico

The hands of chef Eduardo Garcia, once a young cook at New York’s Le Bernardin and now a business owner in his hometown, have made a particular impact on Mexico City’s culinary landscape. “Eduardo Garcia has hacked his way up the ladder to become chef-owner of the city’s hottest restaurant. Garcia runs Maximo Bistrot with his wife, Gabriella. Here’s the kind of extra helping of crap you gotta deal with if you run the hottest restaurant in Mexico City: In 2013, the spoiled daughter of the head of Mexico’s consumer protection agency walks in and demands a table when there’s, unsurprisingly, no table available. When Garcia says, ‘Sorry, no can do,’ she pulls a ‘You know who I am?’ and then calls daddy, and gets the health inspectors in to shut the place down.” Fortunately for Garcia, the story blew up via social media, embarrassing the government and forcing a quick reopening. As for the food: “Right now, a defiant, young, creative generation of Mexican chefs like Eduardo are performing some of the most exciting new cooking anywhere on earth—a mixing of the very old and traditional, with the very new,” including, in the case of Maximo Bistrot, confit of suckling pig, topped with salsa and served on a warm tortilla, and abalone with chilis, lemon, and brown butter: simple, balanced, elegant, and modern.

MAXIMO BISTROT: Tonalá 133, 06700 Ciudad de Mexico, Tel +52 55 5264 4291, www.maximobistrot.com.mx (appetizers 120–300 pesos/US$7–$16, entrées 310–530 pesos/US$16–$28)

“In a cantina, the snacks are free. The more you drink, the more you get, which offers a powerful incentive for conviviality.” Tony was initially surprised by the civility on offer, along with the customary free food, at Cantina La Mascota. Some may argue that the price of the food is built into the drink prices, which are slightly higher than the average, but you’ll likely agree that the sum experience is greater than its parts. “When I hear the word cantina, I think, naturally, a filthy saloon clogged with lying drunks, toothless prostitutes, and stray dogs. I deliberately avoided shaving for two days, so I could blend. But no: this place is decidedly nicer than the Peckinpah films had led me to believe, though breakfast still starts with tequila.” A typical La Mascota snack might include “carnitas: tender, juicy stewed and pulled pork, loaded onto a warm tortilla and eaten immediately, the hot juices running down your chin, while the brightly flavored salsa hits the back of your throat. Mas tequila y mas comida—fava bean and cactus soup. It’s delicious, and it’s free.”",203,Mexico,2025-12-22,World Travel Book
"# Mexico

CANTINA LA MASCOTA: Mesones 20, Centro Histórico, 06010 Mexico City,
Tel +52 55 5709 3414 (no website) (beer about 95 pesos/US$5; whisky and
tequila about 155 pesos/US$8. NOTE: The food is free but it’s expected that you
will tip the waiters who deliver it to your table, separately from those who bring
you drinks.
There are some cities (Paris, Rome) in which Tony advises not to bother with
breakfast, so as to leave valuable real estate for lunch and dinner. In Mexico City,
breakfast, or at least one breakfast, is highly advised.
“It’s 5:30 in the morning in Mexico City, still dark outside, but we gotta get up
early if we don’t want to be standing on line for this place. Fonda Margarita is a
family-style joint famous for its breakfasts. [This] place has been serving really
good food for a really long time.”
Check out the “giant earthenware cauldrons of slowly bubbling meat and beans,
simmered over beds of charcoal.”  Fonda Margarita has      “all the  indicators of
greatness—long communal picnic tables, minimalist decor, menus on the wall, and
the heady aroma of what is unmistakably home cooking. Huevos e frijoles, eggs
and beans served straight up or on fried tortillas for the huevos rancheros. It’s a
simple thing, you might think, but the beans, the beans. . . . Back home, a stew
might be the last thing you’d think of at this hour of the morning. But here, given
the all-too-rare opportunity to range freely through all these soulful wonderfully
old-school grandma dishes—pork loin in salsa verde, beef in a dark chili sauce,
pigs’ feet, stewed lamb and fried chicharrón, pork skins in the same vibrant green
tomatillo sauce, tortitas, little pork meatballs with spicy jalapeño tomato sauce—
no way you don’t want everything.”
Fonda Margarita serves breakfast only, till 11:30 a.m., to locals and tourists in more
or less equal measure.

FONDA MARGARITA: Adolfo Prieto 1364B, Tlacoquemecatl de Valle, Mexico
City, Tel +52 55 5559 6358 (no website) (main dishes 45–65 pesos/US$2.25–
$3.50)

“In Mexico City, as in any enlightened culture, street food is king. From a cart
on a corner, rough additions to existing restaurants and businesses, or just a grill
under a tarp, head for the streets if you’re looking for the good stuff.”
As it’s been over a decade since Tony took to the streets of the DF with a camera
crew in tow, you’d be well advised to check in with a trusted street food source to find
out who’s currently doing the best stuff, and where. However, as of this writing, the
following two street food purveyors are still at it, and doing it well:",204,Mexico,2025-12-22,World Travel Book
"# Mexico

“One must not, when in Mexico City, one must not miss tacos al pastor, the most famous and typical dish of Mexico City. At El Huequito, they churn out thousands of these bad boys every day.” The operator shaves pieces of adobo-spiced pork off a rotating spit, loads it into a warm tortilla, and tops it with salsa verde. In business since 1959, El Huequito now has a number of sit-down establishments in Mexico City, but word on the street is that the original tiny stand is the best of the bunch.

EL HUEQUITO: Ayuntamiento 21, Mexico City, Tel +52 55 5518 3313, www.elhuequito.com.mx (tacos about 20 pesos/US$1) Along with local guide David Lida, Tony enjoyed quesadillas azules (blue quesadillas), prepared by street food legend Doña Anastasia. “Doña Anastasia’s hands grow bluer as the day wears on, forming and cooking her amazing blue corn tortillas, filling them and cooking them on her comal, as she has every day for the last eight years.” She fills each one to order: “There’s sausage, brains, and beef, but David and I go for the sautéed spinach and zucchini flowers. The taste of this thing [is] sublime. Every tortilla of blue corn masa, made fresh right here. Out of this world. Best tortilla ever. There’s not even any pork in it.”

DOÑA ANASTASIA: Corner of Bajío and Chilipancingo, Monday through Friday, in the Roma Sur neighborhood (quesadilla about 20 pesos/US$1)

Oaxaca

“In Oaxaca, ancient indigenous traditions and ingredients define not only the mescal, but also the food. I haven’t been anywhere in Mexico where the cooking is better than here. As much as we think we know and love it, we have barely scratched the surface of what Mexican food really is. It is not melted cheese over a tortilla chip. It is not simple, or easy. It is not simply ‘bro food’ at halftime. It is, in fact, old; older even than the great cuisines of Europe and often deeply complex, refined, subtle, and sophisticated.”",205,Mexico,2025-12-22,World Travel Book
"# Mexico

ARRIVAL AND GETTING AROUND

Xoxocotlàn International Airport (OAX) is a one-terminal airport that handles flights to and from within Mexico, along with Los Angeles, Houston, and Dallas flights. It is located about six miles south of Oaxaca’s historic center; a private cab ride takes twenty to thirty minutes and will cost 150 pesos/about US$7.50; a shared airport van is 48 pesos/US$2.50; for either choice, buy a ticket inside the terminal and tip 10 pesos for good service. Oaxaca is a pleasantly walkable city, with lots to see (and eat) along the way. For longer distances, hail a standard taxi or ask your hotel to call one for you. Not all drivers use the meter, so ask that your driver turn it on, or agree on a rate up front. Oaxaca has a few bus routes, but the buses are privately owned, and information about schedules, routes, and fares can be difficult to come by.

“LIKE LYON IS TO FRANCE, OAXACA IS TO MEXICO”

“When we’re talking about Oaxaca, this is a deep, really sophisticated cuisine. What people miss is how really deep and really sophisticated the sauces here can be. Like Lyon is to France, Oaxaca is to Mexico, in my experience. “Alejandro Ruiz Olmedo is one of Mexico’s best chefs. Olmedo’s cooking—his focus, his passion—has very old, very deep roots. He started cooking young. When",206,Mexico,2025-12-22,World Travel Book
"# Mexico

he was twelve, his mother died, and it fell on him to raise, and feed, his five
siblings. Today, he draws much of his inspiration from Central de Abastos,
Oaxaca’s central market.”
In 2013, for Parts Unknown, Tony walked the market, which sprawls over several
blocks, in a series of tented lanes and semi-enclosed built spaces, where vendors sell
fruit, vegetables, herbs, meat, eggs, spices, roasted crickets, and cheeses, along with a
huge selection of stewed, roasted, and barbecued meats, tacos, quesadillas, stews,
soups, sandwiches, fresh-squeezed fruit juices, baked goods, and much more. It would
be easy to make an entire day of a market visit. Seek out, as Tony and Alejandro did,
tlayudas with zucchini flowers and string cheese cooked on a clay comal, barbacoa
tacos, and consommé, washed down with fruity Jarritos soda or a cold beer.

CENTRAL DE ABASTOS: Juárez Maza, 68090 Oaxaca, Tel +52 951 278 7315
(no website) (prices vary)
It’s worth hiring a driver to take you outside the city, to Restaurante Tlamanalli, in
“the quiet little town of Teotitlán del Valle, about fifteen miles outside Oaxaca. It’s
a town where the arts, crafts, and traditions of the pre-Hispanic Mexico are
celebrated, and packaged for consumption. Abigail Mendoza and her sister Refina
are Zapotecan: original people from Mexico, before the Spanish. Before the
Aztecs. This is her restaurant, where Abigail has been grinding corn by hand,
making masa, and moles like this, the ridiculously faithful, time-consuming, difficult
traditional way she was taught to make these things, and the way she’s been
making them since she was six years old.”
Among the wonderful things on the menu are “seguesa, a mole-and-chicken dish.
This mole sauce, like a lot of the real old-school moles made by masters like
Abigail, uses thirty-five different kinds of chili peppers, and takes more than two
weeks to make. And another Zapotecan classic, chile agua; a simpler dish of cow
and pork brains, cooked with chilis, tomatoes, and yerba santa. I mean, that’s as old
school as it gets.”

RESTAURANTE TLAMANALLI: Teotitlán del Valle, Oaxaca 70420, Tel +52
951 524 4006 (no website) (typical meal about 350 pesos/US$18 per person)",207,Mexico,2025-12-22,World Travel Book
# General,208,General,2025-12-22,World Travel Book
NO_CONTENT_HERE,209,General,2025-12-22,World Travel Book
"# Morocco

Tangier

“When I was an angry young man, disillusioned with the world, disenchanted with
my generation, disappointed by the ‘counterculture,’ and looking for role models,
William S. Burroughs’s paranoia and loathing, his antisocial appetites, his caustic,
violently surreal wit, and his taste for controlled substances seemed to perfectly
mirror my own aspirations.
I wanted to write. I wanted to be apart from everything I grew up with. In
short, I wanted to be elsewhere. And the Tangier—the ‘Interzone’ that Burroughs
described—where he’d found himself exiled, strung out, writing the pages that
eventually became Naked Lunch sounded, to my naive young mind, like an exotic
paradise.”
Governed by a handful of European nations from 1923 to 1956, Tangier was at that
time a place where behaviors, proclivities, and appetites that may have been frowned
on elsewhere were permitted, giving rise to an affordably hedonistic city full of expats,
set somewhat apart from the Arab and Berber cultures that continue to define the rest of
Morocco.
“At the northern tip of Africa, a short ferry hop from Spain, Tangier was a
magnet for writers, remittance men, spies, and artists. Matisse, Genet, William
Burroughs—many have come this way, staying a while or hanging around. But no
one stayed longer, or became more associated with Tangier, than the novelist and
composer Paul Bowles. In works like The Sheltering Sky, he created a romantic
vision of Tangier that persists even today, a dream that has become almost
inseparable, in the minds of many, from reality.”
Like Haight-Ashbury in San Francisco or the Times Square of New York’s seedier,
darker era, Tangier’s time as a freewheeling playground for artistic deviants has long
passed. The reigning king, Mohammed VI, has poured about US$1.1 billion into
developing the port, which is now the largest in the Mediterranean.",210,Morocco,2025-12-22,World Travel Book
"# Morocco

However, the fact remains: “There is no place like it in the world. It looks, smells, sounds, and tastes like no other city. It is all too easy to lose oneself in the romantic ideal—more difficult to assess the place as it is: an increasingly modern port metropolis situated only a short boat ride from Europe. It’s probably a good idea to do both: Live the dream for a bit. But keep your eyes open. And be careful. As you’ll see, many visitors came to Tangier for a short vacation and remained for life. It’s that kind of place.”

ARRIVAL AND GETTING AROUND

Tangier Ibn Battouta Airport (TNG) serves flights to and from other cities within Morocco, select European cities, and Istanbul; the largest carriers to Tangier are Air Arabia Maroc, Royal Air Maroc, and the discount airline Ryanair. To get from the airport to the city center, you can arrange private transport in advance, rent a car, or take what’s known as a “grand taxi,” a six-seat vehicle whose driver may opt to fill the car with passengers before leaving the airport. It’s an approximately thirty-minute drive to the city center or tourist zone, where most of the hotels are located. The fare is government-regulated at 250 Moroccan dirhams/about US$26; a tip of 5 to 10 dirhams is appropriate for good service. There are, of course, various ferry options between Spain and Tangier; the most direct route, and the one with the greatest frequency of departure, is between Tarifa and Tangier. One-way travel is about 415 dirhams/US$43, round trip is about 740 dirhams/US$75, and takes an hour each way. Moroccan train service is said to be the best in Africa, so you may wish to arrive in Tangier via the national railway, administered by Office National des Chemins de Fer (ONCF). Buy tickets at www.oncf.ma, or in a station, where there are manned booths and an increasing number of ticket machines. Be sure to purchase tickets to Tanger Ville station, not Tanger Morora, which is a few miles out of town. Once in town, Tangier is a walkable if occasionally quite steeply graded city. Taxicabs exist but do not abound, so plan ahead, or work closely with your hotel staff if a car is a must.

CAFÉ CULTURE, PRESERVED IN AMBER (AND SMOKED)

Although the literary glory days were over decades ago, and the growing port has brought new affluence and purpose to sleepy Tangier, some things haven’t really changed—namely, the café culture, centered on sweet mint tea or coffee, and, in some places, hashish.",211,Morocco,2025-12-22,World Travel Book
"# Morocco

“The Grand Socco is the gateway to the Medina, where you can find the Kasbah—which means ‘fortress,’ by the way. The Port of Tangier is to the east. And right in the middle of it all, the Petit Socco. What Uncle Bill Burroughs called ‘the last stop,’ the meeting place, the switchboard of Tangier. Reasons for settling in Tangier diverge. But everyone, sooner or later since the beginning of memory, comes to Café Tingis.” Largely unchanged since Burroughs’s time, the café is furnished in a fashion that borders on derelict. You’re there for the outdoor people-watching, a cup of tea or extremely strong coffee, and atmosphere; go elsewhere for a meal.

CAFÉ TINGIS: Rue Almohades, Tangier (no phone, no website) (coffee and tea about 10 dirhams/US$1.10)

And, at Café Baba, in the Kasbah and also largely unchanged since it opened in 1943 (though there is now a flat-screen TV showing soccer games and the like), you’re also there for the tea, and perhaps to soak up the ancient memory of visits from the Rolling Stones, the Beatles, and the Clash. Or, sure, you may be there for the openly accepted smoking of hashish, which creates “a thick, slow-moving haze of smoke that smells like my dorm room, 1972,” as Tony put it. Fans of Jim Jarmusch may recognize Café Baba from a scene in his 2014 vampire film, Only Lovers Left Alive.

CAFÉ BABA: Rue Zaitouni, Tangier, Tel +212 699 309943 (coffee and tea about 10 dirhams/US$1.10)

“Tangier is situated at the chokepoint between the Atlantic Ocean and the Mediterranean Sea. The Moroccan coast is a rich fishing ground, and a lot of people make their living from the sea.” The local seine-haul fishing method, in which a weighted net is dragged along the ocean floor, scooping up everything in its path, yields a variety of seafood, some of which is sold to Mohammad Boulage, the chef and owner of Le Saveur de Poisson. “Boulage is from the nearby Rif Mountains. And he sources a lot of his stuff, his produce and his greens, from there. The back room of the place is dedicated to sorting and drying various herbs, which he blends into a secret mix he claims has all sorts of healthy and boner-inspiring benefits. Look, if every dish I’ve been told over the years was gonna make me ‘strong’ worked, I’d have a permanent pup tent going on down there, so I take all that with a grain of salt.” Dinner at Le Saveur de Poisson is a multicourse affair, starting with an appetizer of olives, roasted walnuts, fresh-baked bread, and “a pulpy purée of figs, raisins, strawberries, full of Mohammad’s potent herbs and spices, of course.” The main event is a seafood tagine that varies daily, depending on what’s been brought in, but it often includes shark, squid, and monkfish, “slowly cooked over charcoal in the classic clay pot that gives it its name. The tagine’s dome top is",212,Morocco,2025-12-22,World Travel Book
"# Morocco

supposed to force the condensation back into the dish and keep it moist and
tender.”
After the tagine, there’s usually a whole fish or fish kabobs, and a dessert of fruits
and nuts, sweetened with honey. “This is the Tangier version of farm-to-table. . . .
Spectacular. This is a good value; eccentric and delicious.” Le Saveur is well known;
reservations are strongly suggested.

LE SAVEUR DE POISSON: 2 Escalier Waller, Tangier, Tel +212 5393 36326
(no website) (multicourse meal about 195 dirhams/US$22)",213,Morocco,2025-12-22,World Travel Book
# General,214,General,2025-12-22,World Travel Book
NO_CONTENT_HERE,215,General,2025-12-22,World Travel Book
"# Mozambique

In Mozambique, Tony found a beautiful, welcoming country where there was often not enough food, money, or work, especially the deeper into the interior he traveled.

“In 1975, the newly independent Mozambique looked forward to a brighter future. But this was not to be. Yet rather than giving up after enduring a sixteen-year civil war—one of Africa’s most brutal and senseless—the country picked itself up and began the enormous, daunting task of rebuilding, well, everything, from the ground up.
“There are very few places left in this world like Mozambique. The climate is nice. The people are really nice and the food is extraordinary.
“Yet today, Mozambique is barely a pit stop on the tourist trail. It was with all this in mind that I arrived on my first visit to this East African country of twenty-three million people.
“Mozambique, it should be pointed out, is a darling of the World Bank. It’s seen as an African success story, and the fact is, things are good, very good, here, compared with how things have been in the past. Five hundred years of truly appalling colonialism, eighteen years of enthusiastic but inept Communism, and a brutal and senseless sixteen-year civil war ending less than twenty years ago left Mozambique with a devastated social fabric, a shattered economy, and only the memory of an infrastructure.
“Shockingly, people here, throughout the country, after being relentlessly screwed by history, are just as relentlessly nice.”
And about the island of Ilha de Mozambique, Tony remarked, “There are very few beautiful corners of the globe unmarked by the comfortably clad feet of tourists. Ilha de Mozambique seems to be one of those places. Set out on the turquoise water of the Indian Ocean, this island strip of sand and rock was the first European settlement in East Africa. Vasco da Gama landed here in 1498 while sailing the trade winds in search of the spice route to India. But before him, there’d been Greeks, Persians, Chinese, Arabs, and Indians come down from the gulf or across the Indian Ocean. . . . Spend enough time on the island, and the rest of Africa can",216,Mozambique,2025-12-22,World Travel Book
"# Mozambique

feel like a different continent. Ilha de Mozambique [is] a ruin really, a shell of its
former glory, a crumbling monument to a colony built on the backs of the occupied
and enslaved. Once storybook mansions, promenades, decaying, beautiful, but
sad.”
The island is inhabited by about 18,000 people, most of whom are quite poor.
Should overseas hotel developers set their sights on the island, a few would get jobs,
but many would just be in the way:
“If tourists come, where will all the people living on the island—most in dire
and decidedly untouristy conditions—where          will they go? They’ll have       to be
relocated, of course, seen as inconvenient to the common good.”

ARRIVAL AND GETTING AROUND

Mozambique has three international airports,       the largest of which is  Maputo
International (MPM). Maputo is Mozambique’s capital city, in the country’s southern
coastal section. MPM mostly handles flights to and from other parts of Mozambique and
other African nations, but there are also connections to Doha, Istanbul, and Lisbon. The
airport is less than two miles from the city center; a taxi will cost about 600
Mozambican metical/about US$10, and should take about twenty minutes. Many taxis do
not use meters, so agree on the fare before you depart; to a metered fare, add about 10
percent tip. Some hotels will send a shuttle to the airport, with prior arrangement.
Nampula International Airport (APL), in the country’s northeast, is the closest to
Ilha de Mozambique, the tiny, largely undeveloped island connected to the mainland by
a road bridge. Nampula services flights from Nairobi, Johannesburg, and within
Mozambique; upon arrival, arrange for a taxi to take you on the two-and-a-half-hour
drive to the Ilha, which should cost about 3,000 metical/about US$50 each way.
Accommodations on the island itself are limited to a few hostels, so it’s best to arrange
a stay on the mainland and visit the island by day.",217,Mozambique,2025-12-22,World Travel Book
"# Mozambique

EATING IN   MOZAMBIQUE: WORLD            INFLUENCE,      COASTAL
ABUNDANCE, AND PIRI-PIRI

Having traveled to many other points on the continent, Tony declared the food he
enjoyed in Mozambique “the best food I’ve had in Africa.”
Numerous cultural influences can be seen, felt, and tasted on Mozambican tables:
“Brazilian spices, Indian curries, the best of Africa and Asia, Arab traders, a
dizzying Afro-Portuguese, Latin American, pan-Arab, Asian mix. And along much
of the coast of Mozambique, through good times and bad, what they always had
was an abundance of incredible seafood. In addition to the abundant use of coconut
milk, it’s the beloved local hot pepper, piri-piri, that makes the food uniquely
Mozambican.”",218,Mozambique,2025-12-22,World Travel Book
"# Mozambique

Beira, a centrally located port city, is “a place that shows its history—the scars are everywhere.” At a casual restaurant called Copacabana, experience one of Mozambique’s most famous meals. “Piri-piri chicken is arguably the national dish. You find it all over—restaurants, street corners, beach shacks like this one,” surrounded by “sand, salt air, the sound of waves in the distance, the smells of grilling poultry, and spice of charcoal,” and, the reward, “the chicken. They continuously baste that grilling chicken with the piri-piri. Tangy, slightly tart, elements of citrus—they dole this shit out like it’s pure cocaine. I mean, there’s never more than a tiny little bit in there. What is this precious substance? Peanut oil, lemon juice, minced garlic, tomato—but it’s the piri-piri pepper that gives this stuff its trademark burn.” Cyclones Idai and Kenneth struck coastal Mozambique about a month apart, in March and April 2019; the effect on Beira was particularly devastating. Copacabana, a vulnerable thatched-roof structure with no walls to speak of, sustained heavy damage, but fortunately has been renovated and reopened at the same location.

COPACABANA: Avenida de Bagamoyo, Beira, Mozambique 2678, Tel +258 82 6480673 (no website) (about 1,700 metical/US$15 per person for food and drinks)",219,Mozambique,2025-12-22,World Travel Book
NO_CONTENT_HERE,220,General,2025-12-22,World Travel Book
NO_CONTENT_HERE,221,General,2025-12-22,World Travel Book
"# Myanmar

The very first episode of Parts Unknown was shot in late 2012, in Myanmar, a country that had been closed to outsiders for decades, and was on the cusp of a new, more open era. Tony and his production crew arrived just days after the departure of President Barack Obama, the first-ever sitting US leader to visit.

“For almost one hundred years under British rule, this was [the capital, Rangoon. In 1948, after helping the British fight off the Japanese, and with a new taste for self-determination, the country gained independence. After a decade of instability, however, the military consolidated power and never let go. “Elections? They came and went, the results ignored, opposition punished or silenced entirely. Burma, now Myanmar, where Orwell had once served as a colonial policeman, where he’d first grown to despise the apparatus of a security state, became more Orwellian than even he could have imagined; [it was] a nation where even having an opinion could be dangerous. “Just as the door is opening, my crew and I are among the first to record what has been unseen for decades by most of the world. Meanwhile, this Southeast Asian country of eighty million people is collectively holding its breath, waiting to see what’s next.”

ARRIVAL

Yangon International Airport (RGN) has no direct flights from the States, but there are plenty of connections from Doha, Singapore, Seoul, Hong Kong, Bangkok, and other Asian hub cities. The airport is about ten miles from the city center. Arrange for ground transportation with your Yangon hotel, or take a metered taxi; either trip will take from thirty to fifty minutes, depending on traffic. A taxi from the airport to your hotel should be about 10,000 Myanmar kyat/about US$7. Tipping is not customary, but you may round up to the nearest whole number.",222,Myanmar,2025-12-22,World Travel Book
"# Myanmar

NOTE: Foreign visitors, and foreign capital, have streamed into the country since the release of Aung San Suu Kyi and the end of military rule in 2011, but since 2016, tourism has been slowed by news of ethnic violence and the displacement of Rohingya Muslims in Rakhine State, at the hands of the police and military. Newly constructed hotels are largely empty, and outside tightly designated zones, visiting remains a dangerous and, in some cases, expressly forbidden proposition. Consult the advice of the US State Department, or the advice of your country’s embassy or mission, before planning travel.

THREE CLASSICS IN YANGON

Tony’s preferred place to stay was the Strand, a relic of British colonial rule, built in 1901. Much like its grand counterparts in Singapore, Phnom Penh, Saigon, and Bangkok, the Strand has seen decades of high grandeur and extreme neglect. After a 2016 renovation, it’s currently operating in the former camp.

THE STRAND:     92  Strand     Road,   Yangon,          Tel  +95  243        377,
www.hotelthestrand.com (rooms start at about 500,000 kyat/US$300 per night)

“Of course, morning in Yangon has always been about tea. It’s black, Indian-style tea, usually with a thick dollop of sweetened condensed milk.” Tony’s go-to spot for tea and a hearty breakfast in Yangon was Seit Taing Kya Tea Shop. “In the back, a cauldron of salty little fish bubble over hardwood coals. Fingers work mountains of sweet bean, one of the fillings for the variety of pastries that are stuffed, shaped, and put into an old stone oven. In another corner, the heartening slap of fresh bread, pressed against the clay wall of a tandoor. And, of course, eggs bob and spit in the magical hellbroth of fish, spice, and herb. Mohinga? This, I must have.” Rice or rice noodles are added to the broth, along with any combination of crispy beans, cilantro and other herbs, lime wedges, and bits of fried offal.

SEIT TAING      KYA TEA SHOP: 44 Ma    Po Street, Myenigone, Sanchaung
Township, Yangon, Tel +95 1535564 (tea about 700 kyat/US$0.50; typical plates 1,500–2,000 kyat/US$0.75–$1.50)

Yangon’s Morning Star Tea House is the place to find “the must-have, bone-deep, old-school favorite around here,       lahpet thoke, the salad of fermented tea leaves. I know—that does not sound good–but you’d be wrong to think that. Take the fermented tea leaves, add cabbage, tomatoes, and lots and lots of crunchy bits, like toasted peanuts. Season with lime and fish sauce.”",223,Myanmar,2025-12-22,World Travel Book
"# Myanmar

MORNING STAR TEA HOUSE: Saya San Road, Yangon (no phone, no website)
(laphet thoke about 1,500 kyat/US$1)

TRAIN TO BAGAN, AND THE TEMPLES

“The night express to Bagan: six hundred kilometers of what will turn out to be kidney-softening travel by rail. But Bagan, Myanmar’s ancient capital, I’ve been told, is a must-see. Out the window, the modern world seems to fade away, then disappear altogether, like the last century never happened, or even the century before that. We’re traveling across the largest mainland nation in Southeast Asia.”
If you decide to travel by rail, your trip may well proceed like Tony’s did, at a comically slow pace, with many local stops, gradually picking up alarming speed for a railway with a less-than-stellar safety record. A journey meant to take ten hours may well take twice that time; any discomfort can be eased by a steady stream of beer, snacks, and the kind of dark jokes made in the face of one’s own potential demise. Tickets for this and other journeys can be purchased in advance at Yangon’s Myanmar Railways booking office between the hours of 7:00 a.m. and 3:00 p.m., or via a reputable travel agency, often for an additional fee.
As for the Bagan temples, pagodas, and monasteries themselves, built over one thousand years ago, in a period of two and a half centuries as a paean to Theravada Buddhism, Tony and Philippe Lajaunie, his sidekick and former boss at Les Halles in New York, found them refreshingly devoid of tourist hordes in 2012. “You’d expect this, an ancient city of nearly unparalleled size and beauty, to be overrun with tourists, souvenir shops, snack bars, tours on tape. But no. . . . For the most part, you’re far more likely to bump into a goat than a foreigner. Over three thousand pagodas, temples, and monasteries remain today. Inside almost every one of them, a Buddha figure, each one different.”",224,Myanmar,2025-12-22,World Travel Book
"# Myanmar

The beauty, the scale, the physical manifestations of religious faith—it’s a powerful experience, and one that Tony rightly pointed out was made possible, in part, by “slave labor. I’m thinking, ‘You build this many temples, thousands of them, in a relatively short period of time? You know, chances are somebody was working for less than minimum wage, let’s put it that way.’”
After your temple visit, head to Sarabha for a different kind of paradise. “This is the best restaurant in the country so far. Nestled among the temple ruins, [here] you’re more than likely to catch a very enticing whiff. Slow-simmered curry, served with a side of sour soup made from roselle leaves. With it, you get fried, ground chilies, pickled bean sprouts—you get the idea.”

SARABHA: Taunghi Villae of the Nyaung Oo Township, Tel +95 9968 172009 (entrées 5,500–8,500 kyat/US$3.50–$5.50)",225,Myanmar,2025-12-22,World Travel Book
NO_CONTENT_HERE,226,General,2025-12-22,World Travel Book
NO_CONTENT_HERE,227,General,2025-12-22,World Travel Book
